text,label_words,label,predicted_labels
사실 인천이 홍어보다 심하면 심했지 못하진 않음.,Origin,[7],['1']
"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""나도 상말 때 이상한 듣보 지잡 대학원 경제학 석사 따고 30살 쳐먹고 늦게 온 신병 있었는데 준비태세 졸라 얼타서 진짜 졸라게 갈궜지 ㅋㅋㅋㅋㅋ """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""아 ㅅㅂ 형 이따위로 밖에 못해? 와 나이 똥꼬로 쳐먹었어요? 쌀밥 많이 쳐먹었음 다야? 어 그래 쌀밥 중대 왕고~ 듣보잡 지잡대 경제학 석사라며 계산도 못해? 형, 돈주고 땄지? 응? 군대 쨀라고? 왜 그렇게 살아요?"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" 이러면서 개털었음 ㅋㅋㅋㅋ 울더라 그나이 먹고ㅠㅠ ㅋㅋㅋ 참고로 난 그때 스물한살이었음 ㅋㅋㅋ 글게 왜 꼼수쓰다 군대 쳐 늦게 오래?ㅋㅋㅋ 컄ㅋㅋㅋㅋㅋㅋ쾈ㅋㅋ컼ㅋㅋ""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Age,[9],['3']
중국년들 안씻는다 ㄹㅇ,Racism,[5],['1']
육회 못 먹는다는 사람도 한 번 먹고 나면 못 끊음..ㅋㅋ 그냥 보면 거부감 들어서 그럼..한번 억지로라도 먹어봐..생선회나 육회나..,IMMORAL_NONE,[0],['1']
제발 성에 관해서만은 관대하지 맙시다! 인류의 미래와 연관되어 있다고 봅니다. 성소수자 차별금지법 절대반대!!! 성다수자가 역차별 당하는법!!!,Gender,[8],"['1', '9']"
진짜 세상에 도움1도 안되는새끼네ㅋㅋ 지 똥꼬팔아서 돈벌면되는걸 그것조차 못해서 누나이용하노ㅋㅋ 똥꼬충들도 안사주는 후장을 갖고있나,Gender,[8],"['1', '9']"
생각하는 수준이 병신인거보니까 장애인인가베?,Disabled,[4],['1']
오늘 어깨빵좀 맞고 삐졌나보네 병신 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,profanity,[2],['1']
너는 #@인간및인간집단.인물.정치인.여성# 뒤나 살살 핥아줘라,SEXUAL,[11],['1']
노틀딱에서 틀딱 구간이 존나 짧다. 남자는 군머갔다오고 학생땐 공부하고 좀 틀딱소리안듣고 놀려면 25~29끝.,Age,[9],"['1', '9']"
글에서 와꾸가 보이는 것은 오랜만이노,Appearance,[3],['1']
좆대가리 막굴리는 병신새끼들은 감방에서 현실감각좀 길러야지,profanity,[2],['1']
탈동성애가 사는길입니다!!,Gender,[8],['1']
"장애인들이 만든 물건들이 기부 목적으로 판매되고 있는데 일반인들이 왜 그 물건을 사서 도와줘야하는지 모르겠음
자신들이 조심하지 못해서 장애판정을 받은 사람들은 자업자득이지않나 ",Disabled,[4],"['1', '9']"
전라도가 영어로 하면 PORNO 가 되냐,Origin,[7],['1']
그럼 니가 하든지. 하고 있는데 그렇게 잔소리를 해야겠어?,CENSURE,[1],['1']
이게 뭐라고 술렁대 개ㅄ같은 새끼들;; 10선비새끼들 아니랄까봐,profanity,[2],['1']
밥만 허겁지겁 먹길래 다른 반찬도 좀 먹으라고 했다,IMMORAL_NONE,[0],['1']
부인 성형전 얼굴 안어벙.네이버 검색해보시길.,Appearance,[3],['1']
홍들 피들 폭들 ㅎㅎㅎ,Origin,[7],['1']
헤으응...눈나 나 거기가 이상해,SEXUAL,[11],['1']
개죠센새끼들 반만년노예센징주제에 누가 낫다 이지랄하는거 존나 웃김 ㅋㅋㅋㅋㅋㅋㅋㅋ 다 같이 중국 일본한테 똥꼬따인 걸레센징새기들주제에 ㅋ,Racism,[5],['1']
똥꼬충이지만 극혐이다,Gender,[8],['1']
시발하리수 비키니 짤 보고 고추 안 슨 놈들은 나한테 리플을 달어라,Gender,[8],['1']
"여자랑 말만 조금 섞어도 성추행범이라는 오명에 쓰이니, 여자가 강자 아니겠어?",CENSURE,[1],['1']
솔직히 좆빻았는대 예쁜척 하는거,Appearance,[3],['1']
바보새끼 멍청이새끼 개새끼 미친새끼 씨발새끼 조까튼새끼 버러지새끼 머저리새끼 쓰레기새끼 못생긴새끼 삼시새끼 병신같은새끼 씨바새끼 시발새끼 시바새끼 여서 죄송함미다...ㅠㅠ,Appearance,[3],"['1', '9']"
내가 방금 노령연금 관련 틀딱글도 정게 쳐보내더라,Age,[9],['1']
마음껏 강간하고 살해하고 암매장하십시요 난민형님들!!!,Racism,[5],['1']
"과거 아름답다는 것을 표현할 때는 건강하다는 것을 의미했었다. 반듯한 얼굴과 건장한 몸매는 그 사람의 건강 상태를 나타내는데 무엇보다 중요한 지표가 되었다. 그러나, 인간은 다른 이와 비교하며 능력의 우열을 가리기 시작하며 외모 또한 그 기준으로 자리 잡기 시작했다. 경쟁이 더욱 심화된 현대사회에서는 변별력을 갖기 어려운 스펙 대신에 좀 더 분명하고 알기 쉬운 차별의 요소로 외모를 보기 시작했다. 평균 남성 만큼의 키와 몸무게를 가진 여성에게는 두꺼운 기둥과 같다 등의 외모 차별 발언이 일상이다.",IMMORAL_NONE,[0],"['1', '9']"
진심 언니 안 부러워요 ; 이걸 여적여라 하는 애들은 ㅋㅋㅋㅋ 생각이 없니,CENSURE,[1],['1']
최선? 최선? 뭔 개소리야? 디지고 싶냐?,"profanity,VIOLENCE","[2, 10]",['1']
이건 시작이야 다음에는 차를 다 때려부술거야,VIOLENCE,[10],['1']
형제간에 성관계도 성소수자 인지... 코미디...,Gender,[8],['1']
고양이 키우는건 무료 내새끼 키우는건 유료 씨발 쉰김치 썩은김치 30대 상장폐지 썩운보지 마인드 ㅆㅅㅌㅊ,Age,[9],"['1', '9']"
동성애 축제 금지하신 대로 국가를 더럽히지 마세요.,Gender,[8],['1']
ㅋㅋㅋㅋ 좆본 몇년 살았었는데 노무딱 맞는 말이노 전스시남충도 말도 안 해도 때마다 비싼 악세사리나 가방 갖다바쳤노 ㅇㅇ 한남충들 좆그지라 중요한 날에도 큰맘 먹고 O.S.T 사주고 생색내지 않노 ㅋㅋㅋㅋ,Racism,[5],"['1', '9']"
지구오물 짱개 무슬림을 인간취급하지말라,Racism,[5],['1']
내가 이업계에 다 소문내서 너 다시는 취업못하게 할꺼야,VIOLENCE,[10],['1']
ㅅㅂ 용산 홈플러스앞에서 짝녀한테 비타민선물 줫었는데 ㅠㅠ,profanity,[2],['1']
으니좆팔ㅋㅋㅋㅋㅋ 저게뭐놐ㅋㅋㅋㅋ,profanity,[2],['1']
중국이 좆같아도 중국>필리핀이지,Racism,[5],['1']
물리학 전공은 특성상 아무래도 실험 비율은 낮은 편인듯.,IMMORAL_NONE,[0],['1']
눈 담그고 보면서 욕하는 넌 뭐냐?,CENSURE,[1],['1']
쌍도는 사투리 쓰면서 가오잡는 새끼들만 빼면 좋다.,Origin,[7],['1']
그나라가면 그나라 법을 따라야지 당연한거 아닌감 이슬람 사람들 가뜩이나 테러자들이 많은데 말이야,Religion,[6],['1']
하 ㄹㅇ 저새끼 지얼굴팔린거알겠지,profanity,[2],['1']
저 어렸을 때는 주변에서 외국인 마주치기는 것도 드물었지만 백인 지나가면 다 미국사람이라고 했었어요.,IMMORAL_NONE,[0],['1']
원래 딴따라들이 그냥 저렇게 쓰레기처럼 살지뭐,CENSURE,[1],['1']
제발 좀 다 꺼져랑,profanity,[2],['1']
할일없는 여자들 꼭 뚱뚱한 여자 꼭불만이더라 너 빨간팬,Appearance,[3],['1']
개같다 ㅋㅋ,profanity,[2],['1']
집에 있는 연장 다가지고 내려간다!,VIOLENCE,[10],['1']
오늘 한판하자.,SEXUAL,[11],['1']
대구에선 저런게 보물이야?하긴 대구는 거지니까....,Origin,[7],['1']
내 말이 말 같지가 않지 아주?,VIOLENCE,[10],['1']
후팔이건 생각못했노,profanity,[2],['1']
오늘도 진짜 정신병 걸린 진상 한 대 때리려는 거 겨우 참았어,Disabled,[4],['1']
쓰레기 같은 와꾸 들고 다니면서 누구 와꾸를 비난하는 거야,CENSURE,[1],['1']
나 초등학교 앞 편의점에서 알바하는데 가끔 선생님들이 애기들 데리고 나와서 뭐 사주심 ㅋㅋ 쌤들이랑 초딩들 대화 듣고 있으면 너무 귀여움,IMMORAL_NONE,[0],"['1', '9']"
지하철에서 남자들 쩍벌남 보는거 진짜 싫어,IMMORAL_NONE,[0],['1']
린저씨들은 못 헤어나오잖아,CENSURE,[1],['1']
본인의 남자 목소리 듣고 놀랄 여자 생각은 추호도 안 하면서 자기가 어떻게 여자란 말임? 트랜스젠더 ㅈㄴ 모순덩어리,Gender,[8],"['1', '9']"
교회의 타락이 동성애보다 심각하지 않다는 인간들이 대다수다. 하나님이 가장 싫어하는 죄가 교만이다. 한국 국민들이 왜 심판받는 지 알 것 같다,Gender,[8],['1']
되지데빈이 꼰대새끼,Age,[9],['1']
동성애의 결과중 가장큰 문제점 자기들끼리 성욕구를협의하에해서 걸린 에이즈 그리고 원치않은 성폭행 동성간 동성애자가 이성을성폭행할때 그결과 에이즈가 걸렸을때 이건 누가책임지나요?,Gender,[8],"['1', '9']"
술이랑 담배를 할 줄 알아야 사회생활을 잘하는거야. 너도 해봐,IMMORAL_NONE,[0],['1']
말 그딴식으로하냐?아가리를 찢어버려,VIOLENCE,[10],['1']
신음 소리 얼마나 섹시할까,SEXUAL,[11],['1']
항문성교를 권장하는세상이 올줄이야,Gender,[8],['1']
근데요. 예수 믿으면 천국 간다는데 예수 믿는 사람들은 왜 아직도 살아 있는거예요? 나같으면 빨리 죽어서 천국 가겠구만,Religion,[6],['1']
